source,target,weight
user1713,user687,1
user1217,user1980,2
user1964,user905,1
user1217,user1539,4
user1539,user1217,4
user1811,user1802,1
user1814,user35,1
user465,user1860,1
user1860,user465,1
user687,user13,6
user13,user1986,1
user1860,user1810,1
user72,user1701,5
user1810,user1860,1
user1701,user72,5
user1714,user1201,3
user1860,user1938,2
user1938,user1860,3
user1860,user1754,1
user1754,user1860,1
user1396,user1345,1
user1281,user1987,1
user1987,user1281,1
user1499,user1832,1
user1951,user1316,1
user546,user1988,1
user1953,user1989,1
user1951,user905,1
user1986,user13,2
user1984,user1,10
user1585,user1888,1
user1888,user1585,1
user905,user1956,-10
user1752,user1765,2
user1201,user1888,1
user1888,user1201,1
user1990,user13,1
user309,user1487,2
user13,user1990,3
user1981,user1771,1
user1771,user1981,1
user1988,user1991,1
user1991,user1988,1
user1771,user1988,1
user1988,user1771,1
user1971,user1771,1
user1771,user1971,1
user1899,user1992,1
user1992,user1899,1
user1980,user1217,2
user1543,user1620,5
user35,user1981,1
user1757,user1771,-1
user1964,user546,1
user546,user1993,1
user546,user1964,1
user1993,user546,1
user1993,user35,1
user1400,user1840,2
user546,user1986,1
user1840,user1400,2
user1615,user1907,1
user1840,user1978,1
user1986,user546,1
user1978,user1994,1
user1978,user1840,1
user1994,user1978,1
user1840,user1995,1
user1995,user1840,10
user13,user3598,1
user3598,user13,1
user1656,user1719,3
user1656,user1811,2
user1656,user1585,2
user1656,user1318,2
user1656,user4,3
user4,user1656,3
user4,user1984,3
user1984,user4,5
user1840,user1997,1
user1997,user1840,1
user1916,user1994,1
user1994,user1916,1
user1899,user1990,3
user1990,user1899,3
user1720,user1281,1
user1994,user1998,1
user1998,user1994,1
user1860,user1999,1
user1999,user1860,1
user1685,user1839,10
user1840,user1685,3
user1685,user1840,3
user1997,user1921,3
user1499,user1677,2
user1685,user2000,5
user1499,user2001,1
user2001,user1499,1
user2000,user1685,3
user1923,user1771,3
user1771,user1923,3
user2002,user1543,1
user1860,user1977,2
user1977,user1860,2
user309,user1917,-10
user2002,user428,2
user2000,user1771,2
user1771,user2000,2
user1612,user1316,1
user1964,user1555,1
user1555,user1964,1
user1281,user1720,1
user15,user1281,1
user1281,user15,1
user1245,user1778,2
user1778,user1245,3
user1860,user1245,1
user1245,user1860,1
user1217,user1974,1
user13,user1245,1
user1245,user13,1
user1896,user1771,10
user1771,user1896,10
user1478,user1769,2
user3598,user2004,1
user2004,user3598,1
user35,user2005,1
user35,user1993,1
user2004,user2002,1
user1860,user1997,1
user1997,user1860,1
user1993,user1840,2
user1840,user1993,2
user1670,user1896,2
user1896,user1670,2
user1675,user1997,1
user1997,user1675,1
user1951,user1860,1
user13,user1815,1
user1815,user13,1
user215,user1690,2
user1690,user215,1
user2002,user2004,1
user1972,user1771,3
user1981,user35,1
user1832,user1810,1
user13,user2006,2
user2006,user13,2
user1771,user1973,1
user1973,user1771,1
user2006,user1990,1
user1990,user2006,1
user3598,user2006,1
user2006,user3598,1
user1973,user35,1
user35,user1973,1
user1615,user1993,1
user15,user36,1
user1922,user1964,1
user1964,user1922,1
user1993,user1615,1
user1771,user1972,2
user1964,user35,2
user1615,user2007,1
user1991,user1937,2
user1771,user1937,2
user1937,user1771,2
user1937,user1991,2
user1714,user1334,2
user13,user1053,2
user1053,user13,1
user2007,user1615,2
user1973,user1653,1
user1653,user1973,1
user1955,user2002,-2
user1955,user2008,-2
user1911,user1860,3
user1997,user546,1
user546,user1997,1
user1832,user1994,1
user1994,user1832,1
user1543,user1400,2
user1400,user1543,2
user1922,user1281,3
user1675,user1482,1
user1482,user1675,1
user1620,user1386,10
user149,user1201,4
user149,user1386,4
user149,user4,7
user149,user167,5
user149,user535,5
user149,user6,6
user15,user239,4
user1396,user1482,1
user1482,user1396,1
user1778,user1860,3
user13,user1281,-1
user1656,user1,9
user1281,user1948,1
user1543,user2002,-3
user1566,user202,5
user202,user1566,5
user1997,user905,1
user905,user1997,1
user1543,user2010,2
user2010,user1543,1
user1653,user2011,1
user2011,user1653,2
user1840,user1986,1
user1986,user1840,2
user1400,user2012,1
user2012,user1400,1
user1921,user2013,1
user2013,user1921,1
user13,user2011,1
user2011,user13,2
user905,user1396,3
user1997,user2015,1
user2015,user1997,1
user1620,user1543,2
user1997,user1967,5
user1639,user882,1
user1899,user1890,1
user1890,user1899,1
user35,user2004,1
user1955,user1771,2
user1771,user1955,2
user2009,user1771,4
user1771,user2009,4
user2017,user1967,5
user13,user350,2
user350,user13,2
user1967,user2017,3
user1451,user1990,1
user1990,user1451,1
user1921,user2018,1
user2018,user1921,1
user1334,user2020,1
user1921,user1,1
user1,user1921,1
user1281,user2014,1
user1281,user1922,3
user2014,user1281,1
user309,user1810,1
user1281,user2021,1
user2021,user1281,1
user1810,user1917,-10
user1281,user1918,2
user1918,user1281,2
user1955,user1867,1
user1867,user1955,1
user1771,user415,-1
user1771,user2022,1
user2022,user1771,1
user2022,user2023,2
user2016,user2024,1
user2024,user2016,1
user35,user2025,1
user2025,user35,1
user1615,user1653,1
user1957,user2026,1
user1976,user1727,1
user2026,user1957,10
user1615,user2027,1
user2027,user1615,2
user1584,user905,2
user905,user1584,1
user1962,user1846,1
user1936,user1810,2
user1810,user1936,2
user1,user1701,5
user2004,user1771,2
user1771,user2004,2
user35,user2029,1
user1922,user1044,1
user1044,user1922,1
user1653,user1615,1
user1653,user775,2
user905,user2031,1
user2031,user905,1
user1832,user1584,1
user2014,user1487,1
user13,user2030,3
user2030,user13,3
user1317,user2032,1
user2032,user1317,1
user1508,user2033,1
user2033,user1508,1
user1955,user2034,2
user2028,user1990,3
user1990,user2028,3
user1528,user25,10
user1778,user2035,1
user2035,user1778,5
user1890,user1771,2
user1771,user1890,2
user1,user1317,5
user2035,user1771,5
user1543,user1810,1
user1771,user2035,1
user1771,user2028,3
user1771,user1653,1
user1653,user1771,1
user1653,user1217,1
user546,user2034,2
user1508,user202,1
user202,user1508,1
user2034,user546,2
user905,user2036,1
user1771,user2037,1
user2037,user1771,1
user1701,user2038,1
user1334,user2034,1
user1714,user1,3
user2038,user1701,1
user1,user1656,6
user1565,user1714,1
user2014,user13,1
user1317,user1159,2
user1159,user1317,5
user35,user2039,1
user2029,user35,1
user1690,user2040,5
user2040,user1690,9
user2040,user1386,5
user2040,user1846,2
user2040,user1331,2
user2040,user1478,3
user1566,user2040,5
user1386,user2040,6
user215,user1864,1
user1451,user1499,5
user2014,user905,1
user1921,user1997,4
user359,user2040,1
user2040,user359,1
user1316,user41,4
user41,user1317,2
user1317,user41,3
user41,user2041,1
user2040,user2042,2
user935,user1916,1
user1916,user935,1
user1281,user1727,1
user1615,user1677,1
user1543,user1811,2
user1811,user1543,1
user2013,user1217,5
user905,user1771,-10
user1690,user1948,1
user1585,user905,2
user1396,user1916,1
user1916,user1396,1
user1499,user2028,1
user2028,user1499,1
user1,user1899,1
user1899,user1,1
user7,user2044,1
user1639,user304,1
user1670,user2045,1
user2045,user1670,1
user1,user2046,4
user2046,user1,1
user1690,user2047,2
user2047,user1690,4
user13,user1565,2
user1565,user13,2
user104,user2049,2
user2049,user104,2
user104,user13,4
user13,user104,3
user13,user591,2
user591,user13,2
user304,user1686,1
user1686,user304,1
user304,user2051,1
user1521,user2034,2
user1940,user1281,1
user1521,user1921,2
user1921,user1521,2
user546,user1951,1
user1281,user1940,1
user2014,user1855,10
user1921,user2052,1
user2052,user1921,1
user57,user2053,1
user535,user184,3
user340,user1690,8
user1810,user2055,1
user2055,user1810,2
user1499,user2056,5
user184,user535,5
user1989,user905,1
user1921,user2057,1
user2057,user1921,1
user1921,user2058,1
user2014,user2022,1
user1921,user2059,1
user309,user1620,2
user309,user1939,1
user1939,user2060,3
user1939,user129,3
user1939,user135,1
user1939,user1386,3
user1386,user1939,2
user2058,user1921,1
user1453,user1810,1
user1810,user1453,1
user309,user149,1
user1810,user2058,1
user2058,user1810,1
user93,user1499,1
user1585,user1656,5
user823,user1656,1
user1316,user1565,5
user446,user1,5
user1281,user1971,1
user1971,user1281,1
user1810,user2061,1
user1508,user57,1
user57,user1508,1
user2061,user1810,1
user1765,user1508,1
user1508,user1765,1
user905,user1585,2
user1281,user2062,1
user2062,user1281,1
user1803,user1899,2
user908,user1948,1
user1921,user1990,1
user1990,user1921,1
user1921,user2063,1
user2063,user1921,1
user1810,user1281,1
user1281,user1810,1
user1543,user2063,2
user1690,user2064,3
user2063,user1543,1
user2064,user1690,5
user2064,user1878,1
user35,user2065,-1
user1810,user2065,-2
user2028,user2066,1
user2066,user2028,2
user2059,user2028,1
user2059,user1921,1
user1803,user1281,3
user540,user41,1
user41,user540,1
user1675,user2057,2
user2057,user1675,1
user635,user2067,1
user2067,user635,1
user2028,user2059,2
user1543,user1899,1
user1899,user1543,1
user1896,user1543,2
user1543,user1896,2
user1948,user2068,1
user446,user1670,7
user1670,user446,7
user1624,user1744,1
user1566,user2054,5
user2054,user1566,5
user2028,user1566,1
user1690,user1317,5
user1317,user1690,4
user1487,user1316,3
user446,user1810,2
user905,user1,4
user1690,user2069,3
user2069,user1690,4
user2034,user1876,1
user35,user2070,1
user1876,user2034,1
user395,user1281,1
user1281,user395,1
user1281,user2071,1
user1331,user2072,5
user2071,user1281,1
user1939,user1810,1
user1810,user1939,1
user2053,user2073,2
user35,user2074,1
user1810,user2062,1
user2062,user1810,1
user1896,user1991,1
user1991,user1896,1
user1281,user2065,-5
user2073,user2053,2
user2070,user35,1
user1731,user1701,1
user1701,user1731,1
user36,user2043,1
user823,user1,10
user823,user2078,10
user13,user2071,1
user2071,user13,1
user1771,user2052,2
user2052,user1771,2
user1629,user2071,1
user1896,user592,1
user592,user1896,1
user1686,user1856,1
user1771,user2079,1
user2079,user1771,1
user1771,user1044,1
user1044,user1771,1
user1967,user1771,-1
user1934,user823,1
user823,user1934,1
user823,user1771,-10
user1731,user1771,-1
user41,user202,2
user202,user41,3
user2046,user192,1
user2077,user1810,5
user1810,user2077,2
user1529,user1840,1
user1840,user1529,1
user1529,user1281,1
user1281,user1529,1
user1585,user2016,4
user2016,user1585,4
user1981,user937,1
user937,user1981,1
user1966,user1317,-1
user1690,user202,1
user2063,user1754,2
user1754,user2063,1
user1615,user2080,10
user1810,user2081,1
user2063,user1915,2
user2081,user2063,2
user2081,user446,2
user446,user2081,2
user2080,user1615,10
user2063,user2081,2
user1810,user1915,1
user202,user2028,2
user2028,user202,2
user1508,user2028,3
user2028,user1508,3
user7,user2028,3
user2028,user7,3
user1860,user1771,-10
user1896,user2028,1
user2028,user1896,1
user2081,user1810,2
user2080,user2070,1
user2080,user2082,10
user2080,user25,10
user2082,user2080,10
user1615,user25,3
user2028,user57,1
user465,user2084,1
user2084,user465,1
user7,user17,6
user2068,user1624,1
user2028,user1190,1
user1670,user1967,1
user1967,user1670,1
user2068,user1948,1
user149,user446,2
user446,user149,2
user1386,user57,2
user57,user1386,1
user425,user1201,10
user425,user309,10
user2053,user57,3
user2028,user1386,1
user4,user1366,2
user1971,user1948,1
user1899,user1803,1
user1400,user2085,1
user2085,user1400,1
user2086,user2085,1
user1281,user2080,1
user2080,user1281,1
user1639,user1860,2
user1860,user2051,1
user1844,user545,1
user239,user1352,1
user35,user2087,1
user2087,user35,10
user350,user239,5
user2085,user2088,1
user2088,user2085,1
user202,user1690,2
user1810,user1920,1
user1920,user1810,1
user1967,user2090,1
user2090,user1967,1
user202,user2091,1
user2091,user202,1
user202,user1301,1
user1689,user2089,1
user2089,user1689,1
user2089,user35,2
user1744,user1624,1
user1675,user1744,2
user1615,user1566,5
user1615,user1317,1
user1615,user1366,1
user1615,user1316,3
user1615,user7,1
user1615,user192,1
user1615,user4,1
user1615,user1396,1
user537,user1615,1
user1615,user537,1
user1615,user1487,1
user1615,user425,3
user1615,user309,2
user425,user1615,3
user425,user537,5
user1714,user363,3
user363,user1714,3
user537,user309,2
user2070,user2080,1
user1990,user2067,1
user2067,user1990,1
user1989,user1953,5
user202,user2092,1
user2092,user202,1
user309,user1065,5
user1715,user2093,2
user1585,user2093,1
user2093,user2088,1
user2088,user2093,1
user304,user2085,1
user2085,user304,1
user304,user465,4
user2085,user2093,1
user2093,user2085,1
user1222,user2093,1
user1222,user1366,3
user2093,user1222,1
user1281,user2094,1
user2094,user1281,2
user1585,user2095,2
user2087,user2096,3
user2096,user2087,3
user1317,user2097,3
user1731,user1587,1
user546,user2099,1
user2099,user546,1
user2028,user2100,1
user2100,user2028,1
user2090,user2080,5
user1383,user425,9
user1383,user1201,9
user1383,user1386,9
user1383,user1,9
user1383,user1316,9
user1383,user7,9
user1383,user1317,7
user1383,user1217,7
user1383,user1846,7
user1383,user1690,7
user1383,user1585,7
user1383,user1396,5
user1383,user309,5
user1383,user1565,5
user1383,user1334,3
user1383,user1485,3
user1383,user523,3
user1383,user1353,3
user1383,user882,3
user1383,user353,3
user1383,user780,3
user1383,user905,5
user13,user905,3
user1584,user545,1
user1281,user2101,1
user1478,user1386,3
user1478,user1846,5
user1478,user2040,8
user1731,user2102,1
user1478,user1201,1
user1478,user1566,3
user2102,user1731,1
user2101,user1281,2
user239,user350,1
user239,user1942,-1
user1860,user2103,1
user1896,user2103,1
user2103,user1896,2
user1896,user2006,1
user2006,user1896,1
user1714,user1899,2
user1899,user1714,2
user1731,user2104,1
user2104,user1731,1
user2099,user1585,1
user309,user1771,-10
user1386,user1771,-10
user1714,user1771,-1
user13,user1771,-1
user2085,user2104,1
user2093,user2028,1
user2028,user2093,1
user2028,user2105,1
user2104,user2085,1
user1245,user2106,1
user2106,user1245,1
user1245,user2107,1
user2107,user1245,1
user1585,user2044,1
user1899,user1473,8
user1473,user1899,8
user1860,user1473,1
user1473,user1860,1
user1815,user1714,2
user1714,user1815,2
user1317,user1846,5
user540,user2108,1
user2108,user540,1
user2089,user2030,1
user1810,user2030,1
user2030,user1810,1
user2096,user2095,2
user13,user2108,1
user2090,user2076,5
user2108,user13,1
user2022,user1855,2
user2022,user2095,1
user35,user2109,1
user537,user1810,1
user1810,user896,1
user2102,user2111,1
user2111,user2102,1
user1396,user1714,2
user2028,user2112,1
user2112,user2028,1
user2028,user2096,-10
user309,user2028,1
user2103,user2028,2
user2028,user2103,2
user1400,user2103,1
user2102,user2030,1
user2030,user2102,1
